,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2023-06-14 09:21:00+05:30,2023-06-15 09:21:00+05:30,HDFCBANK,15.0,1607.66,1599.39,True,-124.04999999999973,-0.005144122513466767,1 days,-0.0024871746598104398
1,2023-06-19 09:21:00+05:30,2023-06-20 09:21:00+05:30,HDFCBANK,15.0,1611.35,1596.97,True,-215.69999999999823,-0.00892419399882079,1 days,-0.004343519426727892
2,2023-06-21 09:21:00+05:30,2023-06-23 09:21:00+05:30,HDFCBANK,29.0,1628.36,1638.31,True,288.5500000000013,0.006110442408312686,2 days,0.005755231815870903
3,2023-06-28 09:21:00+05:30,2023-07-04 09:21:00+05:30,HDFCBANK,28.0,1676.45,1727.07,True,1417.359999999997,0.03019475677771475,6 days,
4,2023-07-10 09:21:00+05:30,2023-07-11 09:21:00+05:30,HDFCBANK,15.0,1669.29,1660.58,True,-130.65000000000055,-0.0052177872029425905,1 days,-0.002549991743999186
